zone,Batch,Fish_Number,code,gear,Readability,yearcap,month,area,sex,floorlength,AdjAge,theta,reader,Edge_Type,Comments from ager,radius,FishID,YearClass,Age,Year,Increment,maturity
EBS,211,16,21116,OT,3,2000,4,Eden,M,41,11,3,kyne,n,,1.6824,fish1813,1989,7,1995,0.0953,adult
EBS,211,16,21116,OT,3,2000,4,Eden,M,41,11,3,kyne,n,,1.6824,fish1813,1989,8,1996,0.07029,adult
EBS,211,16,21116,OT,3,2000,4,Eden,M,41,11,3,kyne,n,,1.6824,fish1813,1989,9,1997,0.0664,adult
EBS,211,16,21116,OT,3,2000,4,Eden,M,41,11,3,kyne,n,,1.6824,fish1813,1989,10,1998,0.10974,adult
EBS,211,16,21116,OT,3,2000,4,Eden,M,41,11,3,kyne,n,,1.6824,fish1813,1989,11,1999,0.05973,adult
EBS,211,17,21117,OT,3,2000,4,Eden,M,41,11,3,kyne,n,,1.57093,fish1814,1989,1,2000,0.510867,juvenile
EBS,211,17,21117,OT,3,2000,4,Eden,M,41,11,3,kyne,n,,1.57093,fish1814,1989,2,1990,0.25161,juvenile
EBS,211,17,21117,OT,3,2000,4,Eden,M,41,11,3,kyne,n,,1.57093,fish1814,1989,3,1991,0.196294,juvenile
EBS,211,17,21117,OT,3,2000,4,Eden,M,41,11,3,kyne,n,,1.57093,fish1814,1989,4,1992,0.137509,juvenile
EBS,211,17,21117,OT,3,2000,4,Eden,M,41,11,3,kyne,n,,1.57093,fish1814,1989,5,1993,0.0907,juvenile
EBS,211,17,21117,OT,3,2000,4,Eden,M,41,11,3,kyne,n,,1.57093,fish1814,1989,6,1994,0.09971,adult
EBS,211,17,21117,OT,3,2000,4,Eden,M,41,11,3,kyne,n,,1.57093,fish1814,1989,7,1995,0.08495,adult
EBS,211,17,21117,OT,3,2000,4,Eden,M,41,11,3,kyne,n,,1.57093,fish1814,1989,8,1996,0.05279,adult
EBS,211,17,21117,OT,3,2000,4,Eden,M,41,11,3,kyne,n,,1.57093,fish1814,1989,9,1997,0.07019,adult
EBS,211,17,21117,OT,3,2000,4,Eden,M,41,11,3,kyne,n,,1.57093,fish1814,1989,10,1998,0.04116,adult
EBS,211,17,21117,OT,3,2000,4,Eden,M,41,11,3,kyne,n,,1.57093,fish1814,1989,11,1999,0.03515,adult
EBS,211,18,21118,OT,3,2000,4,Eden,M,43,13,3,kyne,n,,1.57616,fish1815,1987,1,2000,0.421863,juvenile
EBS,211,18,21118,OT,3,2000,4,Eden,M,43,13,3,kyne,n,,1.57616,fish1815,1987,2,1988,0.295412,juvenile
EBS,211,18,21118,OT,3,2000,4,Eden,M,43,13,3,kyne,n,,1.57616,fish1815,1987,3,1989,0.150167,juvenile
EBS,211,18,21118,OT,3,2000,4,Eden,M,43,13,3,kyne,n,,1.57616,fish1815,1987,4,1990,0.118184,juvenile
EBS,211,18,21118,OT,3,2000,4,Eden,M,43,13,3,kyne,n,,1.57616,fish1815,1987,5,1991,0.139944,juvenile
EBS,211,18,21118,OT,3,2000,4,Eden,M,43,13,3,kyne,n,,1.57616,fish1815,1987,6,1992,0.09242,adult
EBS,211,18,21118,OT,3,2000,4,Eden,M,43,13,3,kyne,n,,1.57616,fish1815,1987,7,1993,0.06035,adult
EBS,211,18,21118,OT,3,2000,4,Eden,M,43,13,3,kyne,n,,1.57616,fish1815,1987,8,1994,0.05904,adult
EBS,211,18,21118,OT,3,2000,4,Eden,M,43,13,3,kyne,n,,1.57616,fish1815,1987,9,1995,0.05775,adult
EBS,211,18,21118,OT,3,2000,4,Eden,M,43,13,3,kyne,n,,1.57616,fish1815,1987,10,1996,0.04881,adult
EBS,211,18,21118,OT,3,2000,4,Eden,M,43,13,3,kyne,n,,1.57616,fish1815,1987,11,1997,0.04752,adult
EBS,211,18,21118,OT,3,2000,4,Eden,M,43,13,3,kyne,n,,1.57616,fish1815,1987,12,1998,0.05393,adult
EBS,211,18,21118,OT,3,2000,4,Eden,M,43,13,3,kyne,n,,1.57616,fish1815,1987,13,1999,0.03077,adult
EBS,211,19,21119,OT,3,2000,4,Eden,M,43,10,3,kyne,n,,1.44547,fish1816,1990,1,2000,0.470273,juvenile
EBS,211,19,21119,OT,3,2000,4,Eden,M,43,10,3,kyne,n,,1.44547,fish1816,1990,2,1991,0.262863,juvenile
EBS,211,19,21119,OT,3,2000,4,Eden,M,43,10,3,kyne,n,,1.44547,fish1816,1990,3,1992,0.196109,juvenile
EBS,211,19,21119,OT,3,2000,4,Eden,M,43,10,3,kyne,n,,1.44547,fish1816,1990,4,1993,0.120715,juvenile
EBS,211,19,21119,OT,3,2000,4,Eden,M,43,10,3,kyne,n,,1.44547,fish1816,1990,5,1994,0.09234,juvenile
EBS,211,19,21119,OT,3,2000,4,Eden,M,43,10,3,kyne,n,,1.44547,fish1816,1990,6,1995,0.06676,adult
EBS,211,19,21119,OT,3,2000,4,Eden,M,43,10,3,kyne,n,,1.44547,fish1816,1990,7,1996,0.04894,adult
EBS,211,19,21119,OT,3,2000,4,Eden,M,43,10,3,kyne,n,,1.44547,fish1816,1990,8,1997,0.07678,adult
EBS,211,19,21119,OT,3,2000,4,Eden,M,43,10,3,kyne,n,,1.44547,fish1816,1990,9,1998,0.06451,adult
EBS,211,19,21119,OT,3,2000,4,Eden,M,43,10,3,kyne,n,,1.44547,fish1816,1990,10,1999,0.04618,adult
EBS,211,20,21120,OT,3,2000,4,Eden,M,40,9,3,kyne,n,,1.24406,fish1817,1991,1,2000,0.452322,juvenile
EBS,211,20,21120,OT,3,2000,4,Eden,M,40,9,3,kyne,n,,1.24406,fish1817,1991,2,1992,0.176668,juvenile
EBS,211,20,21120,OT,3,2000,4,Eden,M,40,9,3,kyne,n,,1.24406,fish1817,1991,3,1993,0.123904,juvenile
EBS,211,20,21120,OT,3,2000,4,Eden,M,40,9,3,kyne,n,,1.24406,fish1817,1991,4,1994,0.125786,juvenile
EBS,211,20,21120,OT,3,2000,4,Eden,M,40,9,3,kyne,n,,1.24406,fish1817,1991,5,1995,0.077682,juvenile
EBS,211,20,21120,OT,3,2000,4,Eden,M,40,9,3,kyne,n,,1.24406,fish1817,1991,6,1996,0.065018,adult
EBS,211,20,21120,OT,3,2000,4,Eden,M,40,9,3,kyne,n,,1.24406,fish1817,1991,7,1997,0.06585,adult
EBS,211,20,21120,OT,3,2000,4,Eden,M,40,9,3,kyne,n,,1.24406,fish1817,1991,8,1998,0.07197,adult
EBS,211,20,21120,OT,3,2000,4,Eden,M,40,9,3,kyne,n,,1.24406,fish1817,1991,9,1999,0.08486,adult
EBS,211,21,21121,OT,3,2000,4,Eden,M,36,5,3,kyne,n,,1.11661,fish1818,1995,1,2000,0.527745,juvenile
EBS,211,21,21121,OT,3,2000,4,Eden,M,36,5,3,kyne,n,,1.11661,fish1818,1995,2,1996,0.268235,juvenile
EBS,211,21,21121,OT,3,2000,4,Eden,M,36,5,3,kyne,n,,1.11661,fish1818,1995,3,1997,0.144365,juvenile
EBS,211,21,21121,OT,3,2000,4,Eden,M,36,5,3,kyne,n,,1.11661,fish1818,1995,4,1998,0.099655,juvenile
EBS,211,21,21121,OT,3,2000,4,Eden,M,36,5,3,kyne,n,,1.11661,fish1818,1995,5,1999,0.07661,juvenile
EBS,211,22,21122,OT,3,2000,4,Eden,F,42,10,3,kyne,n,,1.46909,fish1819,1990,1,2000,0.430421,juvenile
EBS,211,22,21122,OT,3,2000,4,Eden,F,42,10,3,kyne,n,,1.46909,fish1819,1990,2,1991,0.28958,juvenile
EBS,211,22,21122,OT,3,2000,4,Eden,F,42,10,3,kyne,n,,1.46909,fish1819,1990,3,1992,0.199104,juvenile
EBS,211,22,21122,OT,3,2000,4,Eden,F,42,10,3,kyne,n,,1.46909,fish1819,1990,4,1993,0.114045,juvenile
EBS,211,22,21122,OT,3,2000,4,Eden,F,42,10,3,kyne,n,,1.46909,fish1819,1990,5,1994,0.10112,juvenile
EBS,211,22,21122,OT,3,2000,4,Eden,F,42,10,3,kyne,n,,1.46909,fish1819,1990,6,1995,0.09048,adult
EBS,211,22,21122,OT,3,2000,4,Eden,F,42,10,3,kyne,n,,1.46909,fish1819,1990,7,1996,0.07964,adult
EBS,211,22,21122,OT,3,2000,4,Eden,F,42,10,3,kyne,n,,1.46909,fish1819,1990,8,1997,0.0786,adult
EBS,211,22,21122,OT,3,2000,4,Eden,F,42,10,3,kyne,n,,1.46909,fish1819,1990,9,1998,0.05379,adult
EBS,211,22,21122,OT,3,2000,4,Eden,F,42,10,3,kyne,n,,1.46909,fish1819,1990,10,1999,0.03231,adult
EBS,211,23,21123,OT,3,2000,4,Eden,M,39,7,3,kyne,n,,1.20269,fish1820,1993,1,2000,0.508734,juvenile
EBS,211,23,21123,OT,3,2000,4,Eden,M,39,7,3,kyne,n,,1.20269,fish1820,1993,2,1994,0.207605,juvenile
EBS,211,23,21123,OT,3,2000,4,Eden,M,39,7,3,kyne,n,,1.20269,fish1820,1993,3,1995,0.11946,juvenile
EBS,211,23,21123,OT,3,2000,4,Eden,M,39,7,3,kyne,n,,1.20269,fish1820,1993,4,1996,0.093593,juvenile
EBS,211,23,21123,OT,3,2000,4,Eden,M,39,7,3,kyne,n,,1.20269,fish1820,1993,5,1997,0.072158,juvenile
EBS,211,23,21123,OT,3,2000,4,Eden,M,39,7,3,kyne,n,,1.20269,fish1820,1993,6,1998,0.10006,adult
EBS,211,23,21123,OT,3,2000,4,Eden,M,39,7,3,kyne,n,,1.20269,fish1820,1993,7,1999,0.10108,adult
EBS,211,25,21125,OT,3,2000,4,Eden,M,36,6,3,kyne,n,,1.11814,fish1821,1994,1,2000,0.40069,juvenile
EBS,211,25,21125,OT,3,2000,4,Eden,M,36,6,3,kyne,n,,1.11814,fish1821,1994,2,1995,0.256072,juvenile
EBS,211,25,21125,OT,3,2000,4,Eden,M,36,6,3,kyne,n,,1.11814,fish1821,1994,3,1996,0.164674,juvenile
EBS,211,25,21125,OT,3,2000,4,Eden,M,36,6,3,kyne,n,,1.11814,fish1821,1994,4,1997,0.106407,juvenile
EBS,211,25,21125,OT,3,2000,4,Eden,M,36,6,3,kyne,n,,1.11814,fish1821,1994,5,1998,0.118487,juvenile
EBS,211,25,21125,OT,3,2000,4,Eden,M,36,6,3,kyne,n,,1.11814,fish1821,1994,6,1999,0.07181,adult
EBS,211,26,21126,OT,3,2000,4,Eden,M,39,11,3,kyne,n,,1.38741,fish1822,1989,1,2000,0.453299,juvenile
EBS,211,26,21126,OT,3,2000,4,Eden,M,39,11,3,kyne,n,,1.38741,fish1822,1989,2,1990,0.240707,juvenile
EBS,211,26,21126,OT,3,2000,4,Eden,M,39,11,3,kyne,n,,1.38741,fish1822,1989,3,1991,0.115795,juvenile
EBS,211,26,21126,OT,3,2000,4,Eden,M,39,11,3,kyne,n,,1.38741,fish1822,1989,4,1992,0.109728,juvenile
EBS,211,26,21126,OT,3,2000,4,Eden,M,39,11,3,kyne,n,,1.38741,fish1822,1989,5,1993,0.101461,juvenile
EBS,211,26,21126,OT,3,2000,4,Eden,M,39,11,3,kyne,n,,1.38741,fish1822,1989,6,1994,0.06833,adult
EBS,211,26,21126,OT,3,2000,4,Eden,M,39,11,3,kyne,n,,1.38741,fish1822,1989,7,1995,0.08485,adult
EBS,211,26,21126,OT,3,2000,4,Eden,M,39,11,3,kyne,n,,1.38741,fish1822,1989,8,1996,0.06416,adult
EBS,211,26,21126,OT,3,2000,4,Eden,M,39,11,3,kyne,n,,1.38741,fish1822,1989,9,1997,0.04974,adult
EBS,211,26,21126,OT,3,2000,4,Eden,M,39,11,3,kyne,n,,1.38741,fish1822,1989,10,1998,0.03936,adult
EBS,211,26,21126,OT,3,2000,4,Eden,M,39,11,3,kyne,n,,1.38741,fish1822,1989,11,1999,0.05998,adult
EBS,211,27,21127,OT,3,2000,4,Eden,M,36,7,3,kyne,n,,1.28408,fish1823,1993,1,2000,0.501243,juvenile
EBS,211,27,21127,OT,3,2000,4,Eden,M,36,7,3,kyne,n,,1.28408,fish1823,1993,2,1994,0.247673,juvenile
EBS,211,27,21127,OT,3,2000,4,Eden,M,36,7,3,kyne,n,,1.28408,fish1823,1993,3,1995,0.141105,juvenile
EBS,211,27,21127,OT,3,2000,4,Eden,M,36,7,3,kyne,n,,1.28408,fish1823,1993,4,1996,0.110689,juvenile
EBS,211,27,21127,OT,3,2000,4,Eden,M,36,7,3,kyne,n,,1.28408,fish1823,1993,5,1997,0.14523,juvenile
EBS,211,27,21127,OT,3,2000,4,Eden,M,36,7,3,kyne,n,,1.28408,fish1823,1993,6,1998,0.07847,adult
EBS,211,27,21127,OT,3,2000,4,Eden,M,36,7,3,kyne,n,,1.28408,fish1823,1993,7,1999,0.05967,adult
EBS,211,28,21128,OT,3,2000,4,Eden,M,38,6,3,kyne,n,,1.1095,fish1824,1994,1,2000,0.429839,juvenile
EBS,211,28,21128,OT,3,2000,4,Eden,M,38,6,3,kyne,n,,1.1095,fish1824,1994,2,1995,0.165502,juvenile
EBS,211,28,21128,OT,3,2000,4,Eden,M,38,6,3,kyne,n,,1.1095,fish1824,1994,3,1996,0.183136,juvenile
EBS,211,28,21128,OT,3,2000,4,Eden,M,38,6,3,kyne,n,,1.1095,fish1824,1994,4,1997,0.135632,juvenile
EBS,211,28,21128,OT,3,2000,4,Eden,M,38,6,3,kyne,n,,1.1095,fish1824,1994,5,1998,0.110341,juvenile
EBS,211,28,21128,OT,3,2000,4,Eden,M,38,6,3,kyne,n,,1.1095,fish1824,1994,6,1999,0.08505,adult
EBS,211,29,21129,OT,3,2000,4,Eden,M,37,7,3,kyne,n,,1.30443,fish1825,1993,1,2000,0.493805,juvenile
EBS,211,29,21129,OT,3,2000,4,Eden,M,37,7,3,kyne,n,,1.30443,fish1825,1993,2,1994,0.227335,juvenile
EBS,211,29,21129,OT,3,2000,4,Eden,M,37,7,3,kyne,n,,1.30443,fish1825,1993,3,1995,0.182594,juvenile
EBS,211,29,21129,OT,3,2000,4,Eden,M,37,7,3,kyne,n,,1.30443,fish1825,1993,4,1996,0.122296,juvenile
EBS,211,29,21129,OT,3,2000,4,Eden,M,37,7,3,kyne,n,,1.30443,fish1825,1993,5,1997,0.10504,juvenile
EBS,211,29,21129,OT,3,2000,4,Eden,M,37,7,3,kyne,n,,1.30443,fish1825,1993,6,1998,0.09531,adult
EBS,211,29,21129,OT,3,2000,4,Eden,M,37,7,3,kyne,n,,1.30443,fish1825,1993,7,1999,0.07805,adult
EBS,211,30,21130,OT,3,2000,4,Eden,M,37,8,3,kyne,n,,1.31697,fish1826,1992,1,2000,0.428828,juvenile
EBS,211,30,21130,OT,3,2000,4,Eden,M,37,8,3,kyne,n,,1.31697,fish1826,1992,2,1993,0.233933,juvenile
EBS,211,30,21130,OT,3,2000,4,Eden,M,37,8,3,kyne,n,,1.31697,fish1826,1992,3,1994,0.180111,juvenile
EBS,211,30,21130,OT,3,2000,4,Eden,M,37,8,3,kyne,n,,1.31697,fish1826,1992,4,1995,0.155254,juvenile
EBS,211,30,21130,OT,3,2000,4,Eden,M,37,8,3,kyne,n,,1.31697,fish1826,1992,5,1996,0.093174,juvenile
EBS,211,30,21130,OT,3,2000,4,Eden,M,37,8,3,kyne,n,,1.31697,fish1826,1992,6,1997,0.08488,adult
EBS,211,30,21130,OT,3,2000,4,Eden,M,37,8,3,kyne,n,,1.31697,fish1826,1992,7,1998,0.08281,adult
EBS,211,30,21130,OT,3,2000,4,Eden,M,37,8,3,kyne,n,,1.31697,fish1826,1992,8,1999,0.05798,adult
EBS,211,31,21131,OT,3,2000,4,Eden,F,38,8,3,kyne,n,,1.25535,fish1827,1992,1,2000,0.497958,juvenile
EBS,211,31,21131,OT,3,2000,4,Eden,F,38,8,3,kyne,n,,1.25535,fish1827,1992,2,1993,0.278204,juvenile
EBS,211,31,21131,OT,3,2000,4,Eden,F,38,8,3,kyne,n,,1.25535,fish1827,1992,3,1994,0.136071,juvenile
EBS,211,31,21131,OT,3,2000,4,Eden,F,38,8,3,kyne,n,,1.25535,fish1827,1992,4,1995,0.111827,juvenile
EBS,211,31,21131,OT,3,2000,4,Eden,F,38,8,3,kyne,n,,1.25535,fish1827,1992,5,1996,0.06197,juvenile
EBS,211,31,21131,OT,3,2000,4,Eden,F,38,8,3,kyne,n,,1.25535,fish1827,1992,6,1997,0.04873,adult
EBS,211,31,21131,OT,3,2000,4,Eden,F,38,8,3,kyne,n,,1.25535,fish1827,1992,7,1998,0.06086,adult
EBS,211,31,21131,OT,3,2000,4,Eden,F,38,8,3,kyne,n,,1.25535,fish1827,1992,8,1999,0.05973,adult
EBS,211,32,21132,OT,3,2000,4,Eden,F,37,4,3,kyne,n,,0.999759,fish1828,1996,1,2000,0.443738,juvenile
EBS,211,32,21132,OT,3,2000,4,Eden,F,37,4,3,kyne,n,,0.999759,fish1828,1996,2,1997,0.257493,juvenile
EBS,211,32,21132,OT,3,2000,4,Eden,F,37,4,3,kyne,n,,0.999759,fish1828,1996,3,1998,0.155103,juvenile
EBS,211,32,21132,OT,3,2000,4,Eden,F,37,4,3,kyne,n,,0.999759,fish1828,1996,4,1999,0.143425,juvenile
EBS,211,33,21133,OT,3,2000,4,Eden,M,42,10,3,kyne,n,,1.4407,fish1829,1990,1,2000,0.416334,juvenile
EBS,211,33,21133,OT,3,2000,4,Eden,M,42,10,3,kyne,n,,1.4407,fish1829,1990,2,1991,0.206409,juvenile
EBS,211,33,21133,OT,3,2000,4,Eden,M,42,10,3,kyne,n,,1.4407,fish1829,1990,3,1992,0.105491,juvenile
EBS,211,33,21133,OT,3,2000,4,Eden,M,42,10,3,kyne,n,,1.4407,fish1829,1990,4,1993,0.114295,juvenile
EBS,211,33,21133,OT,3,2000,4,Eden,M,42,10,3,kyne,n,,1.4407,fish1829,1990,5,1994,0.124436,juvenile
EBS,211,33,21133,OT,3,2000,4,Eden,M,42,10,3,kyne,n,,1.4407,fish1829,1990,6,1995,0.142605,adult
EBS,211,33,21133,OT,3,2000,4,Eden,M,42,10,3,kyne,n,,1.4407,fish1829,1990,7,1996,0.0988,adult
EBS,211,33,21133,OT,3,2000,4,Eden,M,42,10,3,kyne,n,,1.4407,fish1829,1990,8,1997,0.07183,adult
EBS,211,33,21133,OT,3,2000,4,Eden,M,42,10,3,kyne,n,,1.4407,fish1829,1990,9,1998,0.10655,adult
EBS,211,33,21133,OT,3,2000,4,Eden,M,42,10,3,kyne,n,,1.4407,fish1829,1990,10,1999,0.05395,adult
EBS,211,34,21134,OT,3,2000,4,Eden,M,41,10,3,kyne,n,,1.47515,fish1830,1990,1,2000,0.479635,juvenile
EBS,211,34,21134,OT,3,2000,4,Eden,M,41,10,3,kyne,n,,1.47515,fish1830,1990,2,1991,0.219095,juvenile
EBS,211,34,21134,OT,3,2000,4,Eden,M,41,10,3,kyne,n,,1.47515,fish1830,1990,3,1992,0.133384,juvenile
EBS,211,34,21134,OT,3,2000,4,Eden,M,41,10,3,kyne,n,,1.47515,fish1830,1990,4,1993,0.134961,juvenile
EBS,211,34,21134,OT,3,2000,4,Eden,M,41,10,3,kyne,n,,1.47515,fish1830,1990,5,1994,0.095265,juvenile
EBS,211,34,21134,OT,3,2000,4,Eden,M,41,10,3,kyne,n,,1.47515,fish1830,1990,6,1995,0.09364,adult
EBS,211,34,21134,OT,3,2000,4,Eden,M,41,10,3,kyne,n,,1.47515,fish1830,1990,7,1996,0.08575,adult
EBS,211,34,21134,OT,3,2000,4,Eden,M,41,10,3,kyne,n,,1.47515,fish1830,1990,8,1997,0.08891,adult
EBS,211,34,21134,OT,3,2000,4,Eden,M,41,10,3,kyne,n,,1.47515,fish1830,1990,9,1998,0.07305,adult
EBS,211,34,21134,OT,3,2000,4,Eden,M,41,10,3,kyne,n,,1.47515,fish1830,1990,10,1999,0.07146,adult
EBS,211,35,21135,OT,3,2000,4,Eden,M,40,9,3,kyne,n,,1.35783,fish1831,1991,1,2000,0.420988,juvenile
EBS,211,35,21135,OT,3,2000,4,Eden,M,40,9,3,kyne,n,,1.35783,fish1831,1991,2,1992,0.257102,juvenile
EBS,211,35,21135,OT,3,2000,4,Eden,M,40,9,3,kyne,n,,1.35783,fish1831,1991,3,1993,0.166844,juvenile
EBS,211,35,21135,OT,3,2000,4,Eden,M,40,9,3,kyne,n,,1.35783,fish1831,1991,4,1994,0.126024,juvenile
EBS,211,35,21135,OT,3,2000,4,Eden,M,40,9,3,kyne,n,,1.35783,fish1831,1991,5,1995,0.114782,juvenile
EBS,211,35,21135,OT,3,2000,4,Eden,M,40,9,3,kyne,n,,1.35783,fish1831,1991,6,1996,0.08025,adult
EBS,211,35,21135,OT,3,2000,4,Eden,M,40,9,3,kyne,n,,1.35783,fish1831,1991,7,1997,0.05702,adult
EBS,211,35,21135,OT,3,2000,4,Eden,M,40,9,3,kyne,n,,1.35783,fish1831,1991,8,1998,0.07274,adult
EBS,211,35,21135,OT,3,2000,4,Eden,M,40,9,3,kyne,n,,1.35783,fish1831,1991,9,1999,0.06208,adult
EBS,211,36,21136,OT,3,2000,4,Eden,M,40,7,3,kyne,n,,1.29907,fish1832,1993,1,2000,0.494476,juvenile
EBS,211,36,21136,OT,3,2000,4,Eden,M,40,7,3,kyne,n,,1.29907,fish1832,1993,2,1994,0.201148,juvenile
EBS,211,36,21136,OT,3,2000,4,Eden,M,40,7,3,kyne,n,,1.29907,fish1832,1993,3,1995,0.167625,juvenile
EBS,211,36,21136,OT,3,2000,4,Eden,M,40,7,3,kyne,n,,1.29907,fish1832,1993,4,1996,0.125503,juvenile
EBS,211,36,21136,OT,3,2000,4,Eden,M,40,7,3,kyne,n,,1.29907,fish1832,1993,5,1997,0.131518,juvenile
EBS,211,36,21136,OT,3,2000,4,Eden,M,40,7,3,kyne,n,,1.29907,fish1832,1993,6,1998,0.09972,adult
EBS,211,36,21136,OT,3,2000,4,Eden,M,40,7,3,kyne,n,,1.29907,fish1832,1993,7,1999,0.07908,adult
EBS,211,37,21137,OT,3,2000,4,Eden,M,37,5,3,kyne,n,,1.13764,fish1833,1995,1,2000,0.467615,juvenile
EBS,211,37,21137,OT,3,2000,4,Eden,M,37,5,3,kyne,n,,1.13764,fish1833,1995,2,1996,0.210371,juvenile
EBS,211,37,21137,OT,3,2000,4,Eden,M,37,5,3,kyne,n,,1.13764,fish1833,1995,3,1997,0.198226,juvenile
EBS,211,37,21137,OT,3,2000,4,Eden,M,37,5,3,kyne,n,,1.13764,fish1833,1995,4,1998,0.141998,juvenile
EBS,211,37,21137,OT,3,2000,4,Eden,M,37,5,3,kyne,n,,1.13764,fish1833,1995,5,1999,0.11943,juvenile
EBS,211,38,21138,OT,3,2000,4,Eden,M,40,11,3,kyne,n,,1.58483,fish1834,1989,1,2000,0.555027,juvenile
EBS,211,38,21138,OT,3,2000,4,Eden,M,40,11,3,kyne,n,,1.58483,fish1834,1989,2,1990,0.215306,juvenile
EBS,211,38,21138,OT,3,2000,4,Eden,M,40,11,3,kyne,n,,1.58483,fish1834,1989,3,1991,0.186189,juvenile
EBS,211,38,21138,OT,3,2000,4,Eden,M,40,11,3,kyne,n,,1.58483,fish1834,1989,4,1992,0.124898,juvenile
EBS,211,38,21138,OT,3,2000,4,Eden,M,40,11,3,kyne,n,,1.58483,fish1834,1989,5,1993,0.09501,juvenile
EBS,211,38,21138,OT,3,2000,4,Eden,M,40,11,3,kyne,n,,1.58483,fish1834,1989,6,1994,0.09118,adult
EBS,211,38,21138,OT,3,2000,4,Eden,M,40,11,3,kyne,n,,1.58483,fish1834,1989,7,1995,0.08123,adult
EBS,211,38,21138,OT,3,2000,4,Eden,M,40,11,3,kyne,n,,1.58483,fish1834,1989,8,1996,0.07432,adult
EBS,211,38,21138,OT,3,2000,4,Eden,M,40,11,3,kyne,n,,1.58483,fish1834,1989,9,1997,0.0774,adult
EBS,211,38,21138,OT,3,2000,4,Eden,M,40,11,3,kyne,n,,1.58483,fish1834,1989,10,1998,0.0452,adult
EBS,211,38,21138,OT,3,2000,4,Eden,M,40,11,3,kyne,n,,1.58483,fish1834,1989,11,1999,0.03907,adult
EBS,211,39,21139,OT,3,2000,4,Eden,M,39,6,3,kyne,n,,1.22708,fish1835,1994,1,2000,0.430011,juvenile
EBS,211,39,21139,OT,3,2000,4,Eden,M,39,6,3,kyne,n,,1.22708,fish1835,1994,2,1995,0.269209,juvenile
EBS,211,39,21139,OT,3,2000,4,Eden,M,39,6,3,kyne,n,,1.22708,fish1835,1994,3,1996,0.182129,juvenile
EBS,211,39,21139,OT,3,2000,4,Eden,M,39,6,3,kyne,n,,1.22708,fish1835,1994,4,1997,0.149021,juvenile
EBS,211,39,21139,OT,3,2000,4,Eden,M,39,6,3,kyne,n,,1.22708,fish1835,1994,5,1998,0.1201,juvenile
EBS,211,39,21139,OT,3,2000,4,Eden,M,39,6,3,kyne,n,,1.22708,fish1835,1994,6,1999,0.07661,adult
EBS,211,40,21140,OT,3,2000,4,Eden,F,41,11,3,kyne,n,,1.63846,fish1836,1989,1,2000,0.490771,juvenile
EBS,211,40,21140,OT,3,2000,4,Eden,F,41,11,3,kyne,n,,1.63846,fish1836,1989,2,1990,0.267792,juvenile
EBS,211,40,21140,OT,3,2000,4,Eden,F,41,11,3,kyne,n,,1.63846,fish1836,1989,3,1991,0.138795,juvenile
EBS,211,40,21140,OT,3,2000,4,Eden,F,41,11,3,kyne,n,,1.63846,fish1836,1989,4,1992,0.105552,juvenile
EBS,211,40,21140,OT,3,2000,4,Eden,F,41,11,3,kyne,n,,1.63846,fish1836,1989,5,1993,0.09252,juvenile
EBS,211,40,21140,OT,3,2000,4,Eden,F,41,11,3,kyne,n,,1.63846,fish1836,1989,6,1994,0.07952,adult
EBS,211,40,21140,OT,3,2000,4,Eden,F,41,11,3,kyne,n,,1.63846,fish1836,1989,7,1995,0.10782,adult
EBS,211,40,21140,OT,3,2000,4,Eden,F,41,11,3,kyne,n,,1.63846,fish1836,1989,8,1996,0.15973,adult
EBS,211,40,21140,OT,3,2000,4,Eden,F,41,11,3,kyne,n,,1.63846,fish1836,1989,9,1997,0.0774,adult
EBS,211,40,21140,OT,3,2000,4,Eden,F,41,11,3,kyne,n,,1.63846,fish1836,1989,10,1998,0.07951,adult
EBS,211,40,21140,OT,3,2000,4,Eden,F,41,11,3,kyne,n,,1.63846,fish1836,1989,11,1999,0.03905,adult
EBS,211,41,21141,OT,3,2000,4,Eden,F,41,8,3,kyne,n,,1.49797,fish1837,1992,1,2000,0.503406,juvenile
EBS,211,41,21141,OT,3,2000,4,Eden,F,41,8,3,kyne,n,,1.49797,fish1837,1992,2,1993,0.264286,juvenile
EBS,211,41,21141,OT,3,2000,4,Eden,F,41,8,3,kyne,n,,1.49797,fish1837,1992,3,1994,0.13106,juvenile
EBS,211,41,21141,OT,3,2000,4,Eden,F,41,8,3,kyne,n,,1.49797,fish1837,1992,4,1995,0.170118,juvenile
EBS,211,41,21141,OT,3,2000,4,Eden,F,41,8,3,kyne,n,,1.49797,fish1837,1992,5,1996,0.12792,juvenile
EBS,211,41,21141,OT,3,2000,4,Eden,F,41,8,3,kyne,n,,1.49797,fish1837,1992,6,1997,0.10194,adult
EBS,211,41,21141,OT,3,2000,4,Eden,F,41,8,3,kyne,n,,1.49797,fish1837,1992,7,1998,0.11187,adult
EBS,211,41,21141,OT,3,2000,4,Eden,F,41,8,3,kyne,n,,1.49797,fish1837,1992,8,1999,0.08737,adult
EBS,211,42,21142,OT,3,2000,4,Eden,F,38,6,3,kyne,n,,1.06343,fish1838,1994,1,2000,0.421086,juvenile
EBS,211,42,21142,OT,3,2000,4,Eden,F,38,6,3,kyne,n,,1.06343,fish1838,1994,2,1995,0.248672,juvenile
EBS,211,42,21142,OT,3,2000,4,Eden,F,38,6,3,kyne,n,,1.06343,fish1838,1994,3,1996,0.104101,juvenile
